환경성적표지 인증제품 유효현황(2021.12.22. 기준),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"○ 환경성적표지 유효현황 : 323개 기업, 1455개 제품(저탄소제품 95개 기업, 294개 제품 포함)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,자원발자국,,,,,,탄소발자국,,,,,,오존층영향,,,,,,산성비,,,,,,부영양화,,,,,,광화학 스모그,,,,,,물발자국,,,,,,,,,,,
연번,기업명,사업자등록번호,영향범주,인증번호,제품군,인증제품명,총량,단위,제조전,제조,사용,폐기,총량,단위,제조전,제조,사용,폐기,총량,단위,제조전,제조,사용,폐기,총량,단위,제조전,제조,사용,폐기,총량,단위,제조전,제조,사용,폐기,총량,단위,제조전,제조,사용,폐기,총량,단위,제조전,제조,사용,폐기,시작,종료,,,,
52,(주)포스코,506-81-00017,환경성적,2019-006,생산재,HGI(일반용),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-25,2022-01-24,,,,
53,(주)포스코,506-81-00017,환경성적,2019-006,생산재,HGI(굴곡가공용),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-25,2022-01-24,,,,
54,(주)포스코,506-81-00017,환경성적,2019-006,생산재,HGI(가공용),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-25,2022-01-24,,,,
55,(주)포스코,506-81-00017,환경성적,2019-007,생산재,포스맥3.0(CQ재),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-25,2022-01-24,,,,
56,(주)포스코,506-81-00017,환경성적,2019-007,생산재,포스맥3.0(DQ재),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-25,2022-01-24,,,,
57,(주)포스코,506-81-00017,환경성적,2019-007,생산재,포스맥3.0(DDQ재),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-25,2022-01-24,,,,
58,(주)포스코,506-81-00017,환경성적,2019-008,생산재,DP강(980DP-L),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-25,2022-01-24,,,,
59,(주)포스코,506-81-00017,환경성적,2019-008,생산재,DP강(980DP-EL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-25,2022-01-24,,,,
60,(주)포스코,506-81-00017,환경성적,2019-008,생산재,DP강(980DP-M),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-25,2022-01-24,,,,
61,슈나이더일렉트릭코리아(주),107-86-10346,환경성적,2019-044,생산재,30KFO[30.5T],,,,,,,1.33.E+01,kgCO2e/개,1.01.E+01,3.18.E+00,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-04-26,2022-04-25,,,,
62,슈나이더일렉트릭코리아(주),107-86-10346,환경성적,2019-045,생산재,30KFV[32.5T],,,,,,,1.65.E+01,kgCO2e/개,1.31.E+01,3.39.E+00,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-04-26,2022-04-25,,,,
63,세방전지(주),220-81-00490,환경성적,2019-047,생산재,ESP 200-12,,,,,,,9.58.E+01,kgCO2e/개,4.84.E+01,4.74.E+01,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-04-26,2022-04-25,,,,
64,한라엔컴(주),226-81-03739,환경성적,2019-059,생산재,레디믹스트 콘크리트[25-27-150],8.27.E-01,kgSbe/m3,8.16.E-01,1.10.E-02,-,-,2.50.E+02,kgCO2e/m3,2.48.E+02,1.72.E+00,-,-,1.19.E-05,kgCFC-11e/m3,1.19.E-05,6.12.E-09,-,-,4.29.E-01,kgSO2e/m3,4.26.E-01,3.80.E-03,-,-,5.30.E-02,kgPO43-e/m3,5.24.E-02,5.85.E-04,-,-,6.32.E-01,kgC2H4e/m3,6.32.E-01,7.87.E-05,-,-,8.28.E-01,m3H2Oe/m3,7.58.E-01,6.95.E-02,-,-,2019-04-26,2022-04-25,,,,
65,(주)이비엠리더,206-86-26655,환경성적,2019-052,생산재,"싱글앵커 옵티마[Anchor 200mm, Cylinder C120]",2.60.E-03,kgSbe/개,6.40.E-04,1.96.E-03,-,-,2.53.E+00,kgCO2e/개,2.22.E+00,3.09.E-01,-,-,2.64.E-08,kgCFC-11e/개,2.61.E-08,3.05.E-10,-,-,2.48.E-03,kgSO2e/개,1.95.E-03,5.27.E-04,-,-,4.45.E-04,kgPO43-e/개,3.48.E-04,9.77.E-05,-,-,2.02.E-03,kgC2H4e/개,2.02.E-03,4.09.E-06,-,-,2.05.E-02,m3H2Oe/개,1.77.E-02,2.77.E-03,-,-,2019-05-03,2022-05-02,,,,
66,(주)이비엠리더,206-86-26655,환경성적,2019-053,생산재,싱글앵커 베이직[Anchor 200mm],5.88.E-04,kgSbe/개,4.94.E-04,9.36.E-05,-,-,1.72.E+00,kgCO2e/개,1.71.E+00,1.48.E-02,-,-,1.77.E-08,kgCFC-11e/개,1.77.E-08,7.50.E-11,-,-,1.47.E-03,kgSO2e/개,1.44.E-03,2.73.E-05,-,-,2.63.E-04,kgPO43-e/개,2.58.E-04,5.08.E-06,-,-,9.86.E-04,kgC2H4e/개,9.85.E-04,7.93.E-07,-,-,1.11.E-02,m3H2Oe/개,1.10.E-02,1.85.E-04,-,-,2019-05-03,2022-05-02,,,,
67,(주)이비엠리더,206-86-26655,환경성적,2019-054,생산재,트윈앵커 베이직[Anchor 200mm],1.08.E-03,kgSbe/개,8.72.E-04,2.05.E-04,-,-,2.98.E+00,kgCO2e/개,2.95.E+00,3.24.E-02,-,-,3.09.E-08,kgCFC-11e/개,3.08.E-08,9.39.E-11,-,-,2.56.E-03,kgSO2e/개,2.50.E-03,5.78.E-05,-,-,4.58.E-04,kgPO43-e/개,4.47.E-04,1.07.E-05,-,-,1.80.E-03,kgC2H4e/개,1.80.E-03,1.09.E-06,-,-,2.40.E-02,m3H2Oe/개,2.37.E-02,2.56.E-04,-,-,2019-05-03,2022-05-02,,,,
68,(주)이비엠리더,206-86-26655,환경성적,2019-055,생산재,"트윈앵커 유틸리티[Anchor 200mm, 돌출부D180]",3.57.E-03,kgSbe/개,1.32.E-03,2.26.E-03,-,-,5.16.E+00,kgCO2e/개,4.81.E+00,3.56.E-01,-,-,5.08.E-08,kgCFC-11e/개,4.96.E-08,1.21.E-09,-,-,4.65.E-03,kgSO2e/개,4.03.E-03,6.19.E-04,-,-,8.35.E-04,kgPO43-e/개,7.20.E-04,1.15.E-04,-,-,2.75.E-03,kgC2H4e/개,2.74.E-03,1.04.E-05,-,-,4.30.E-02,m3H2Oe/개,3.87.E-02,4.33.E-03,-,-,2019-05-03,2022-05-02,,,,
69,(주)씨에프에스인터내셔널,211-87-11485,환경성적,2019-066,생산재,CF5002,,,,,,,9.58.E+00,kgCO2e/개,8.83.E+00,7.56.E-01,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-30,2022-05-29,,,,
70,(주)씨에프에스인터내셔널,211-87-11485,환경성적,2019-067,생산재,CF7003,,,,,,,1.34.E+01,kgCO2e/개,1.23.E+01,1.03.E+00,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-30,2022-05-29,,,,
71,(주)대창스틸,139-81-00044,환경성적,2019-068,생산재,A2-OA500GRC,1.78.E-02,kgSbe/개,1.16.E-02,6.24.E-03,-,-,8.36.E+00,kgCO2e/개,7.42.E+00,9.44.E-01,-,-,4.86.E-07,kgCFC-11e/개,2.21.E-07,2.65.E-07,-,-,1.64.E-02,kgSO2e/개,1.14.E-02,5.00.E-03,-,-,2.54.E-03,kgPO43-e/개,1.69.E-03,8.56.E-04,-,-,4.10.E-03,kgC2H4e/개,2.33.E-03,1.77.E-03,-,-,3.91.E-02,m3H2Oe/개,2.64.E-02,1.27.E-02,-,-,2019-06-27,2022-06-26,,,,
72,(주)대창스틸,139-81-00044,환경성적,2019-069,생산재,A2-OA500CS,2.62.E-02,kgSbe/개,1.68.E-02,9.40.E-03,-,-,1.08.E+01,kgCO2e/개,9.21.E+00,1.55.E+00,-,-,7.65.E-07,kgCFC-11e/개,5.46.E-07,2.19.E-07,-,-,2.21.E-02,kgSO2e/개,1.61.E-02,5.97.E-03,-,-,3.53.E-03,kgPO43-e/개,2.57.E-03,9.57.E-04,-,-,1.10.E-02,kgC2H4e/개,5.18.E-03,5.79.E-03,-,-,6.03.E-02,m3H2Oe/개,4.94.E-02,1.10.E-02,-,-,2019-06-27,2022-06-26,,,,
73,(주)대창스틸,139-81-00044,환경성적,2019-070,생산재,A2-AF600CS,3.06.E-02,kgSbe/개,3.76.E-03,2.68.E-02,-,-,1.12.E+01,kgCO2e/개,6.94.E+00,4.30.E+00,-,-,4.76.E-07,kgCFC-11e/개,1.36.E-07,3.40.E-07,-,-,2.02.E-02,kgSO2e/개,7.94.E-03,1.22.E-02,-,-,3.78.E-03,kgPO43-e/개,1.70.E-03,2.08.E-03,-,-,1.11.E-02,kgC2H4e/개,3.91.E-03,7.14.E-03,-,-,1.35.E-01,m3H2Oe/개,8.31.E-02,5.17.E-02,-,-,2019-06-27,2022-06-26,,,,
74,(주)에스아이지,206-81-19445,환경성적,2019-071,생산재,SIN-500,1.77.E-02,kgSbe/개,1.12.E-02,6.44.E-03,-,-,8.31.E+00,kgCO2e/개,7.34.E+00,9.76.E-01,-,-,4.71.E-07,kgCFC-11e/개,2.06.E-07,2.65.E-07,-,-,1.60.E-02,kgSO2e/개,1.10.E-02,5.06.E-03,-,-,2.47.E-03,kgPO43-e/개,1.60.E-03,8.66.E-04,-,-,3.95.E-03,kgC2H4e/개,2.18.E-03,1.77.E-03,-,-,3.94.E-02,m3H2Oe/개,2.60.E-02,1.34.E-02,-,-,2019-06-27,2022-06-26,,,,
75,(주)에스아이지,206-81-19445,환경성적,2017-096,생산재,SID-500,2.56.E-02,kgSbe/개,1.63.E-02,9.27.E-03,-,-,1.05.E+01,kgCO2e/개,8.94.E+00,1.53.E+00,-,-,7.49.E-07,kgCFC-11e/개,5.30.E-07,2.19.E-07,-,-,2.16.E-02,kgSO2e/개,1.56.E-02,5.99.E-03,-,-,3.45.E-03,kgPO43-e/개,2.50.E-03,9.52.E-04,-,-,1.05.E-02,kgC2H4e/개,5.03.E-03,5.52.E-03,-,-,5.92.E-02,m3H2Oe/개,4.79.E-02,1.13.E-02,-,-,2019-06-27,2022-06-26,,,,
76,(주)현대엘앤씨,104-86-55679,환경성적,C-2016-Ⅰ-019,생산재,BODAQ Interior Film,,,,,,,1.96.E+00,kgCO2e/m2,1.88.E+00,8.05.E-02,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-27,2022-05-26,,,,
77,한국서부발전(주),120-86-19205,환경성적,C-2013-Ⅰ-012,생산재,태안발전본부 탈황석고,,,,,,,1.53.E-01,kgCO2e/kg,2.28.E-03,1.51.E-01,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-29,2022-05-28,,,,
78,상일전산폼(주),113-81-76066,환경성적,2019-072,생산재,일반 POS 감열지 영수증[79mm×1m],3.603E-05,kgSbe/m,3.40.E-05,2.061E-06,-,-,6.952E-03,kgCO2e/m,6.624E-03,3.280E-04,-,-,5.815E-10,kgCFC-11e/m,5.804E-10,1.110E-12,-,-,2.422E-05,kgSO2e/m,2.363E-05,5.882E-07,-,-,4.880E-06,kgPO43-e/m,4.770E-06,1.104E-07,-,-,2.732E-05,kgC2H4e/m,2.730E-05,1.825E-08,-,-,1.201E-04,m3H2Oe/m,1.141E-04,5.995E-06,-,-,2019-06-27,2022-06-26,,,,
79,상일전산폼(주),113-81-76066,환경성적,2019-073,생산재,일반 POS 감열지 영수증[57mm×1m],3.154E-05,kgSbe/m,3.011E-05,1.431E-06,-,-,5.604E-03,kgCO2e/m,5.376E-03,2.278E-04,-,-,4.555E-10,kgCFC-11e/m,4.546E-10,8.553E-13,-,-,1.914E-05,kgSO2e/m,1.873E-05,4.111E-07,-,-,4.724E-06,kgPO43-e/m,4.646E-06,7.790E-08,-,-,2.199E-05,kgC2H4e/m,2.198E-05,1.388E-08,-,-,9.373E-05,m3H2Oe/m,8.948E-05,4.257E-06,-,-,2019-06-27,2022-06-26,,,,
80,상일전산폼(주),113-81-76066,환경성적,2019-074,생산재,그린 POS 감열지 영수증[79mm×1m],3.976E-05,kgSbe/m,3.766E-05,2.099E-06,-,-,7.874E-03,kgCO2e/m,7.540E-03,3.343E-04,-,-,6.050E-10,kgCFC-11e/m,6.037E-10,1.314E-12,-,-,2.686E-05,kgSO2e/m,2.626E-05,6.049E-07,-,-,5.689E-06,kgPO43-e/m,5.576E-06,1.134E-07,-,-,3.140E-05,kgC2H4e/m,3.138E-05,2.126E-08,-,-,1.380E-04,m3H2Oe/m,1.320E-04,6.065E-06,-,-,2019-06-27,2022-06-26,,,,
81,상일전산폼(주),113-81-76066,환경성적,2019-075,생산재,그린 POS 감열지 영수증[57mm×1m],3.315E-05,kgSbe/m,3.166E-05,1.493E-06,-,-,5.901E-03,kgCO2e/m,5.663E-03,2.378E-04,-,-,4.345E-10,kgCFC-11e/m,4.335E-10,9.262E-13,-,-,1.956E-05,kgSO2e/m,1.913E-05,4.301E-07,-,-,6.019E-06,kgPO43-e/m,5.938E-06,8.114E-08,-,-,2.306E-05,kgC2H4e/m,2.304E-05,1.498E-08,-,-,9.909E-05,m3H2Oe/m,9.474E-05,4.344E-06,-,-,2019-06-27,2022-06-26,,,,
82,상일전산폼(주),113-81-76066,환경성적,2019-076,생산재,친환경 POS 감열지 영수증[79mm×1m],3.785E-05,kgSbe/m,3.578E-05,2.067E-06,-,-,7.470E-03,kgCO2e/m,7.141E-03,3.289E-04,-,-,5.732E-10,kgCFC-11e/m,5.720E-10,1.240E-12,-,-,2.547E-05,kgSO2e/m,2.488E-05,5.929E-07,-,-,5.056E-06,kgPO43-e/m,4.945E-06,1.115E-07,-,-,2.984E-05,kgC2H4e/m,2.982E-05,2.015E-08,-,-,1.309E-04,m3H2Oe/m,1.248E-04,6.039E-06,-,-,2019-06-27,2022-06-26,,,,
83,상일전산폼(주),113-81-76066,환경성적,2019-077,생산재,친환경 POS 감열지 영수증[57mm×1m],3.249E-05,kgSbe/m,3.102E-05,1.477E-06,-,-,5.715E-03,kgCO2e/m,5.479E-03,2.352E-04,-,-,4.220E-10,kgCFC-11e/m,4.211E-10,8.828E-13,-,-,1.900E-05,kgSO2e/m,1.858E-05,4.243E-07,-,-,4.164E-06,kgPO43-e/m,4.083E-06,8.084E-08,-,-,2.285E-05,kgC2H4e/m,2.283E-05,1.432E-08,-,-,9.569E-05,m3H2Oe/m,9.130E-05,4.389E-06,-,-,2019-06-27,2022-06-26,,,,
84,(주)서울벽지,127-81-12644,환경성적,2019-079,생산재,데이지,2.566E-03,kgSbe/m2,2.333E-03,2.331E-04,-,-,3.853E-01,kgCO2e/m2,3.516E-01,3.366E-02,-,-,5.589E-08,kgCFC-11e/m2,5.535E-08,5.436E-10,-,-,1.704E-03,kgSO2e/m2,1.609E-03,9.590E-05,-,-,2.253E-03,kgPO43-e/m2,2.238E-03,1.458E-05,-,-,8.057E-04,kgC2H4e/m2,7.957E-04,1.007E-05,-,-,8.223E-03,m3H2Oe/m2,7.786E-03,4.378E-04,-,-,2019-06-27,2022-06-26,,,,
85,(주)누리켐,125-81-31344,환경성적,2019-081,생산재,N9000 소시지형[500mL],4.87.E-03,kgSbe/개,4.45.E-03,4.13.E-04,-,-,1.10.E+00,kgCO2e/개,1.03.E+00,7.17.E-02,-,-,3.82.E-06,kgCFC-11e/개,3.82.E-06,4.76.E-11,-,-,4.26.E-03,kgSO2e/개,4.12.E-03,1.41.E-04,-,-,1.17.E-03,kgPO43-e/개,1.14.E-03,2.41.E-05,-,-,7.84.E-04,kgC2H4e/개,7.84.E-04,7.99.E-07,-,-,5.49.E-03,m3H2Oe/개,4.62.E-03,8.63.E-04,-,-,2019-06-27,2022-06-26,,,,
86,(주)누리켐,125-81-31344,환경성적,2019-082,생산재,BS2000 소시지형[500mL],5.22.E-03,kgSbe/개,4.81.E-03,4.14.E-04,-,-,1.16.E+00,kgCO2e/개,1.09.E+00,7.09.E-02,-,-,3.85.E-06,kgCFC-11e/개,3.85.E-06,4.12.E-11,-,-,4.67.E-03,kgSO2e/개,4.53.E-03,1.37.E-04,-,-,1.25.E-03,kgPO43-e/개,1.22.E-03,2.85.E-05,-,-,9.10.E-04,kgC2H4e/개,9.09.E-04,7.53.E-07,-,-,6.01.E-03,m3H2Oe/개,5.16.E-03,"8,57E-04",-,-,2019-06-27,2022-06-26,,,,
87,(주)누리켐,125-81-31344,환경성적,2019-083,생산재,CR2000 카트리지형[300mL],3.56.E-03,kgSbe/개,3.35.E-03,2.05.E-04,-,-,8.66.E-01,kgCO2e/개,8.30.E-01,3.57.E-02,-,-,2.99.E-06,kgCFC-11e/개,2.99.E-06,2.44.E-11,-,-,3.09.E-03,kgSO2e/개,3.02.E-03,7.05.E-05,-,-,8.30.E-04,kgPO43-e/개,8.18.E-04,1.20.E-05,-,-,7.03.E-04,kgC2H4e/개,7.03.E-04,4.03.E-07,-,-,4.22.E-03,m3H2Oe/개,3.79.E-03,4.29.E-04,-,-,2019-06-27,2022-06-26,,,,
88,(주)누리켐,125-81-31344,환경성적,2019-084,생산재,WS2000 카트리지형[300mL],3.36.E-03,kgSbe/개,3.15.E-03,2.13.E-04,-,-,8.29.E-01,kgCO2e/개,7.91.E-01,3.74.E-02,-,-,2.97.E-06,kgCFC-11e/개,2.97.E-06,2.80.E-11,-,-,2.87.E-03,kgSO2e/개,2.79.E-03,7.49.E-05,-,-,7.81.E-04,kgPO43-e/개,7.68.E-04,1.27.E-05,-,-,6.43.E-04,kgC2H4e/개,6.43.E-04,4.37.E-07,-,-,3.99.E-03,m3H2Oe/개,3.54.E-03,4.48.E-04,-,-,2019-06-27,2022-06-26,,,,
89,(주)엘엑스하우시스,107-87-18122,환경성적,2019-085,생산재,뉴트렉스 청(데코시트),4.136E-01,kgSbe/m2,4.132E-01,3.406E-04,-,-,5.038E-01,kgCO2e/m2,4.452E-01,5.862E-02,,,4.865E-01,kgCFC-11e/m2,4.865E-01,1.045E-10,,,1.022E+00,kgSO2e/m2,1.022E+00,1.264E-04,,,9.994E-01,kgPO43-e/m2,9.994E-01,3.116E-05,,,4.409E-01,kgC2H4e/m2,4.407E-01,1.999E-04,,,3.29.E-03,m3H2Oe/m2,2.912E-03,3.736E-04,-,-,2019-06-27,2022-06-26,,,,
90,(주)엘엑스하우시스,107-87-18122,환경성적,2019-086,생산재,뉴트렉스 PET,1.099E-01,kgSbe/m2,1.069E-01,3.014E-03,-,-,3.827E+00,kgCO2e/m2,3.339E+00,4.871E-01,,,5.642E-06,kgCFC-11e/m2,5.641E-06,8.393E-10,,,1.893E-02,kgSO2e/m2,1.802E-02,9.036E-04,,,2.935E-03,kgPO43-e/m2,2.629E-03,3.057E-04,,,3.425E-02,kgC2H4e/m2,3.375E-02,5.001E-04,,,1.124E-02,m3H2Oe/m2,5.890E-03,5.347E-03,-,-,2019-06-27,2022-06-26,,,,
91,래오케미칼(주),112-81-50137,환경성적,2019-087,생산재,래오드림20,1.792E-02,kgSbe/m2,1.644E-02,1.486E-03,,,2.343E+00,kgCO2e/m2,2.109E+00,2.348E-01,,,6.324E-07,kgCFC-11e/m2,6.321E-07,2.450E-10,,,9.746E-03,kgSO2e/m2,9.344E-03,4.028E-04,,,5.799E-03,kgPO43-e/m2,5.675E-03,1.241E-04,,,1.633E-03,kgC2H4e/m2,1.629E-03,3.745E-06,,,1.602E-02,m3H2Oe/m2,1.310E-02,2.915E-03,-,-,2019-06-27,2022-06-26,,,,
92,(주)중앙케미칼후로아,105-81-95096,저탄소제품,2019-090,생산재,브라이온 바닥재용 파우다(SP-701),2.88.E-02,kgSbe/포대,2.75.E-02,1.30.E-03,-,-,7.12.E+00,kgCO2e/포대,6.92.E+00,2.05.E-01,-,-,9.28.E-08,kgCFC-11e/포대,9.28.E-08,5.72.E-12,-,-,9.48.E-03,kgSO2e/포대,9.13.E-03,3.47.E-04,-,-,1.32.E-03,kgPO43-e/포대,1.26.E-03,6.45.E-05,-,-,4.98.E-03,kgC2H4e/포대,4.98.E-03,1.46.E-06,-,-,1.91.E-02,m3H2Oe/포대,1.66.E-02,2.55.E-03,-,-,2019-06-27,2022-06-26,,,,
93,린나이코리아(주),137-81-00581,환경성적,2019-091,에너지사용,RC510-22KF(LNG),,,,,,,3.53.E+01,tonCO2e/대,9.56.E-02,6.58.E-03,3.52.E+01,6.51.E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-27,2022-06-26,,,,
94,린나이코리아(주),137-81-00581,환경성적,2019-092,에너지사용,RC510-22MF(LNG),,,,,,,3.55.E+01,tonCO2e/대,1.08.E-01,6.67.E-03,3.54.E+01,5.44.E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-27,2022-06-26,,,,
95,린나이코리아(주),137-81-00581,환경성적,2019-093,에너지사용,RC510-27KF(LNG),,,,,,,4.36.E+01,tonCO2e/대,1.08.E-01,6.84.E-03,4.35.E+01,6.61.E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-27,2022-06-26,,,,
96,린나이코리아(주),137-81-00581,환경성적,2019-094,에너지사용,RC510-27MF(LNG),,,,,,,4.43.E+01,tonCO2e/대,1.24.E-01,8.67.E-03,4.42.E+01,5.99.E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-27,2022-06-26,,,,
97,린나이코리아(주),137-81-00581,환경성적,2019-095,에너지사용,RC510-32KF(LNG),,,,,,,6.12.E+01,tonCO2e/대,1.10.E-01,7.17.E-03,6.11.E+01,6.52.E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-27,2022-06-26,,,,
98,린나이코리아(주),137-81-00581,환경성적,2019-096,에너지사용,RC510-32MF(LNG),,,,,,,6.12.E+01,tonCO2e/대,1.25.E-01,6.10.E-03,6.10.E+01,6.00.E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-27,2022-06-26,,,,
99,린나이코리아(주),137-81-00581,환경성적,2019-097,에너지사용,RC510-37KF(LNG),,,,,,,6.14.E+01,tonCO2e/대,1.10.E-01,7.69.E-03,6.13.E+01,6.52.E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-27,2022-06-26,,,,
100,린나이코리아(주),137-81-00581,환경성적,2019-098,에너지사용,RC510-37MF(LNG),,,,,,,6.15.E+01,tonCO2e/대,1.25.E-01,8.35.E-03,6.14.E+01,6.00.E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-27,2022-06-26,,,,
101,(주)신화에프에스,132-81-57003,환경성적,2019-099,비내구재,실속구운쥐치포[75g],1.27.E-03,kgSbe/개,1.07.E-03,1.92.E-04,-,3.48.E-06,3.57.E-01,kgCO2e/개,3.04.E-01,3.34.E-02,-,1.89.E-02,2.10.E-06,kgCFC-11e/개,2.10.E-06,3.53.E-09,-,7.17.E-11,3.29.E-03,kgSO2e/개,3.22.E-03,5.93.E-05,-,8.84.E-06,6.00.E-04,kgPO43-e/개,5.62.E-04,1.07.E-05,-,2.71.E-05,6.82.E-04,kgC2H4e/개,6.74.E-04,6.34.E-06,-,2.23.E-06,8.95.E-04,m3H2Oe/개,5.02.E-04,3.85.E-04,-,7.35.E-06,2019-07-26,2022-07-25,,,,
102,(주)신화에프에스,132-81-57003,환경성적,2019-100,비내구재,특대왕쥐포[75g],1.28.E-03,kgSbe/개,1.09.E-03,1.89.E-04,-,3.59.E-06,3.61.E-01,kgCO2e/개,3.09.E-01,3.26.E-02,-,1.98.E-02,2.84.E-06,kgCFC-11e/개,2.84.E-06,3.68.E-09,-,7.39.E-11,3.32.E-03,kgSO2e/개,3.25.E-03,5.86.E-05,-,9.09.E-06,6.06.E-04,kgPO43-e/개,5.67.E-04,1.06.E-05,-,2.80.E-05,6.91.E-04,kgC2H4e/개,6.82.E-04,6.51.E-06,-,2.27.E-06,9.41.E-04,m3H2Oe/개,5.55.E-04,3.78.E-04,-,7.51.E-06,2019-07-26,2022-07-25,,,,
103,(주)포스코,506-81-00017,환경성적,2019-102,생산재,냉연강판(구조용),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-07-26,2022-07-25,,,,
104,(주)포스코,506-81-00017,환경성적,2019-103,생산재,스테인레스(오스테나이트계),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-07-26,2022-07-25,,,,
105,(주)포스코,506-81-00017,환경성적,2019-104,생산재,전기강판(방향성),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-07-26,2022-07-25,,,,
106,(주)동양/건재부문,101-85-39163,환경성적,2019-105,생산재,레디믹스트 콘크리트[25-35-150],8.25.E-01,kgSbe/m3,8.14.E-01,1.15.E-02,-,-,2.21.E+02,kgCO2e/m3,2.19.E+02,1.79.E+00,-,-,4.79.E-06,kgCFC-11e/m3,4.78.E-06,7.77.E-09,-,-,3.28.E-01,kgSO2e/m3,3.25.E-01,3.35.E-03,-,-,3.77.E-02,kgPO43-e/m3,3.71.E-02,5.98.E-04,-,-,1.82.E-01,kgC2H4e/m3,1.82.E-01,8.85.E-05,-,-,5.81.E-01,m3H2Oe/m3,5.29.E-01,5.19.E-02,-,-,2019-07-26,2022-07-25,,,,
107,(주)동양/건재부문,101-85-39163,환경성적,2019-106,생산재,레디믹스트 콘크리트[25-30-150],9.37.E-01,kgSbe/m3,9.26.E-01,1.12.E-02,-,-,2.47.E+02,kgCO2e/m3,2.46.E+02,1.75.E+00,-,-,6.36.E-06,kgCFC-11e/m3,6.35.E-06,9.07.E-09,-,-,3.74.E-01,kgSO2e/m3,3.71.E-01,3.16.E-03,-,-,4.36.E-02,kgPO43-e/m3,4.30.E-02,5.77.E-04,-,-,2.08.E-01,kgC2H4e/m3,2.07.E-01,7.59.E-05,-,-,6.38.E-01,m3H2Oe/m3,5.80.E-01,5.79.E-02,-,-,2019-07-26,2022-07-25,,,,
108,(주)가이오,138-81-56069,환경성적,2019-112,생산재,참데코시트,1.91.E-03,kgSbe/m2,1.55.E-03,3.68.E-04,-,-,3.67.E-01,kgCO2e/m2,3.13.E-01,5.44.E-02,-,-,7.25.E-08,kgCFC-11e/m2,7.24.E-08,7.65.E-11,-,-,1.14.E-03,kgSO2e/m2,1.02.E-03,1.17.E-04,-,-,2.22.E-04,kgPO43-e/m2,2.03.E-04,1.86.E-05,-,-,4.11.E-03,kgC2H4e/m2,1.83.E-04,3.93.E-03,-,-,2.69.E-03,m3H2Oe/m2,2.10.E-03,5.94.E-04,-,-,2019-07-26,2022-07-25,,,,
